,Column name,Primary key,Data type,Not NULL,Comment
61,TAXREG,No,VARCHAR(30),No,GST/ABN number of the Debtor.
62,STOPCREDIT,No,CHAR(1),No,"If 'Y', the Debtor is on Stop Credit, and no further transactions will take place."
63,POST_CODE,No,VARCHAR(12),No,The Debtor's postal code.
64,GLCONTROLACC,No,INTEGER,No,Not currently used.
65,GLCONTROLSUBACC,No,INTEGER,No,Not currently used.
66,PRIOR_AGEDBAL0,No,FLOAT(53),No,Prior Aged Balance for the current month.
67,PRIOR_AGEDBAL1,No,FLOAT(53),No,Prior Aged Balance for the previous month.
68,PRIOR_AGEDBAL2,No,FLOAT(53),No,Prior Aged Balance for two months back.
69,PRIOR_AGEDBAL3,No,FLOAT(53),No,Prior Aged Balance for three months back.
70,BALANCE,No,AS,No,Current balance.
71,PRIOR_BALANCE,No,AS,No,Balance as at the prior period.
72,ACCGROUP2,No,INTEGER,No,The Debtor's secondary Debtor Account Group.
73,FREIGHT_FREE,No,CHAR(1),Yes,Used to suppress the freight prompt on Invoices or Sales Orders for this Debtor account. Can be superseded by the FREIGHT_FREE settings in price rules.
74,COURIER_DEPOT_SEQNO,No,INTEGER,No,Related to the courier add-on module. Not currently supported.
75,KEEPTRANSACTIONS,No,CHAR(1),Yes,"If 'N', all branch transactions are transferred to head office account."
76,NEED_ORDERNO,No,CHAR(1),Yes,"If set to 'Y', order numbers are checked against past order numbers to prevent duplication. Only applies when the profile setting ""Validate Debtor Order Numbers"" (VALIDATE_DR_ORDERNO) is enabled."
77,PRICEGROUP,No,INTEGER,No,"Price Group for the Debtor. New accounts get this from profile setting ""Default debtor price group for new debtors"" (DEFDRPRICEGROUP)."
78,ALLOW_RESTRICTED_STOCK,No,CHAR(1),Yes,"If 'Y', it is possible to sell stock items that have been flagged as restricted goods to this Debtor. If the profile setting ""Use customised customer stock restrictions logic"" (CUSTOM_STOCK_RESTRICTION) is enabled, a custom function (FN_RESTRICTED_ITEM) is used instead of this field."
79,PRIVATE_ACC,No,CHAR(1),Yes,"If 'Y', the debtor account is classed as private. It can only be accessed by users who have the profile setting ""Allow access to private debtor accounts"" (ALLOW_ACCESS_TO_PRIVATE_DR_ACC) enabled."
80,ISTEMPLATE,No,CHAR(1),Yes,"If 'Y', this Debtor account can be used as a template for Non Accounts and new POS accounts."
81,WEBSITE,No,VARCHAR(50),No,URL of the Debtor's website.
82,AVE_DAYS_TO_PAY,No,INTEGER,Yes,"Average Debtor days, calculated by the Stored Procedure DR_CR_ALLOCATION_AVE_DAYS_SP every time you access the Analysis tab."
83,INVOICE_TYPE,No,VARCHAR(20),No,"The type of invoice to send to the Debtor: DEFAULT, STANDARD or M-POWERED. Only applies to Australian databases."
84,STATEMENT_CONTACT_SEQNO,No,INTEGER,No,"When sending statements via email, the email will be sent to this address. If this field is blank, the email address of the Debtor account's default contact is used. If the account does not have a default Contact, the Debtor's email address (EMAIL) is used."
85,LINKEDIN,No,VARCHAR(20),No,The Debtor's LinkedIn account ID.
86,TWITTER,No,VARCHAR(500),No,The Debtor's Twitter username.
87,FACEBOOK,No,VARCHAR(500),No,The Debtor's Facebook account ID or username.
88,LATITUDE,No,FLOAT(53),No,The Debtor's latitude.
89,LONGITUDE,No,FLOAT(53),No,The Debtor's longitude.
90,GEOCODE_STATUS,No,INTEGER,No,Result of the geocode lookup. Will be one of:Null or -1 - lookup not yet attempted0 - lookup successful>0 - lookup failed
